iter	Passed	Remaining
0	3	5059
1	5	4259
2	7	3693
3	9	3646
4	11	3437
5	13	3347
6	15	3221
7	17	3228
8	19	3206
9	21	3132
10	22	3109
11	25	3125
12	26	3077
13	28	3058
14	30	3043
15	33	3118
16	35	3132
17	38	3163
18	40	3165
19	43	3182
20	44	3148
21	46	3108
22	48	3095
23	50	3136
24	53	3154
25	55	3165
26	58	3164
27	59	3142
28	61	3120
29	61	3029
30	63	3018
31	66	3040
32	67	3020
33	69	3005
34	71	2986
35	73	2999
36	75	2993
37	77	2988
38	79	2969
39	82	2994
40	83	2981
41	85	2968
42	87	2952
43	89	2974
44	91	2962
45	93	2961
46	95	2959
47	98	2975
48	100	2984
49	103	2998
50	105	3000
51	107	2989
52	109	2981
53	110	2969
54	112	2963
55	114	2950
56	115	2936
57	117	2929
58	119	2916
59	121	2920
60	123	2921
61	125	2916
62	127	2915
63	129	2909
64	132	2914
65	133	2908
66	136	2909
67	137	2904
68	139	2897
69	141	2888
70	143	2879
71	144	2875
72	146	2865
73	148	2857
74	149	2849
75	151	2841
76	153	2842
77	155	2837
78	158	2845
79	160	2852
80	163	2858
81	165	2857
82	167	2864
83	170	2874
84	172	2867
85	174	2863
86	176	2866
87	178	2869
88	180	2864
89	182	2866
90	185	2876
91	187	2871
92	189	2869
93	192	2874
94	194	2874
95	196	2870
96	198	2867
97	201	2875
98	203	2874
99	204	2866
100	207	2869
101	208	2864
102	211	2861
103	212	2855
104	214	2849
105	216	2849
106	218	2850
107	220	2844
108	222	2838
109	224	2835
110	226	2828
111	228	2828
112	230	2834
113	233	2833
114	234	2828
115	236	2822
116	238	2819
117	240	2814
118	242	2809
119	243	2803
120	246	2808
121	248	2807
122	250	2801
123	250	2784
124	252	2780
125	254	2778
126	256	2773
127	258	2768
128	260	2766
129	262	2764
130	264	2759
131	266	2757
132	267	2751
133	269	2747
134	271	2744
135	273	2738
136	274	2733
137	276	2730
138	278	2731
139	280	2729
140	283	2727
141	284	2722
142	287	2723
143	289	2726
144	291	2724
145	294	2727
146	296	2726
147	298	2727
148	300	2725
149	302	2720
150	304	2716
151	305	2710
152	307	2705
153	308	2700
154	311	2701
155	313	2704
156	315	2701
157	317	2700
158	320	2701
159	322	2697
160	323	2693
161	326	2694
162	328	2696
163	330	2694
164	333	2695
165	335	2693
166	336	2689
167	338	2684
168	340	2679
169	341	2675
170	343	2670
171	345	2669
172	347	2669
173	350	2672
174	352	2670
175	354	2670
176	357	2671
177	359	2670
178	361	2669
179	363	2665
180	365	2662
181	367	2664
182	369	2661
183	371	2658
184	373	2654
185	375	2652
186	377	2649
187	378	2644
188	380	2639
189	382	2639
190	384	2636
191	386	2635
192	388	2631
193	391	2632
194	392	2628
195	395	2629
196	397	2628
197	399	2627
198	401	2623
199	403	2619
200	404	2615
201	407	2615
202	408	2612
203	410	2608
204	412	2604
205	413	2600
206	416	2599
207	417	2596
208	419	2592
209	421	2588
210	423	2588
211	425	2584
212	427	2580
213	428	2576
214	430	2574
215	433	2574
216	434	2571
217	436	2569
218	439	2569
219	441	2567
220	443	2565
221	444	2561
222	447	2561
223	449	2558
224	450	2554
225	452	2552
226	455	2552
227	457	2550
