iter	MAPE	MAE
0	0.9596670395	47319078.62
1	0.9279920875	46271651.55
2	0.8973465513	45355737.07
3	0.8620696806	44252247.27
4	0.8275694315	43373775.72
5	0.8005422129	42640513.99
6	0.7738583846	41647353.37
7	0.7507067158	40780663.28
8	0.7263072054	39868009.41
9	0.7033470828	39181660.47
10	0.6811718614	38440006.9
11	0.6634774496	37751915.09
12	0.6438080928	37039387.77
13	0.6256981903	36294162.4
14	0.6058338302	35733837.68
15	0.5877017887	35197119.93
16	0.572837689	34587350.45
17	0.5556566782	34014501.44
18	0.5379585236	33455018.53
19	0.5207052071	32921301.97
20	0.5046786374	32401585.42
21	0.4884846067	31892456.71
22	0.4749392289	31443686.17
23	0.4604842513	30809708.77
24	0.4476673151	30406886.9
25	0.4353651665	29980104.54
26	0.4235260105	29639550.57
27	0.4138539861	29058441.84
28	0.4024392242	28409952.13
29	0.3913951489	27978262.86
30	0.3808633433	27546349.83
31	0.370573631	27141530.87
32	0.3614376546	26769172.73
33	0.3526233574	26469508.11
34	0.3431749753	26000430.88
35	0.3347879197	25614193.24
36	0.326370517	25230241.23
37	0.3187730405	24880591.48
38	0.311073463	24423417.97
39	0.3054577487	24181707.55
40	0.2994170032	23922657.26
41	0.2930240536	23611791.03
42	0.2873761464	23281256.19
43	0.2821994022	23009252.42
44	0.2764727189	22623142.87
45	0.2711536191	22306116.04
46	0.2669120661	22038723.08
47	0.2620864884	21776065.91
48	0.2586338188	21592855.65
49	0.2541549078	21295865.99
50	0.2495804872	20933362.93
51	0.2462471148	20714682.32
52	0.2424047292	20509794.06
53	0.2383145341	20173161.68
54	0.2344106273	19885454.37
55	0.2303274455	19527651.77
56	0.2272345934	19253037.21
57	0.2255809482	19170799.93
58	0.222127232	18862094.13
59	0.2189308517	18572842.14
60	0.2167316163	18385986.56
61	0.213647723	18096464.09
62	0.2107790412	17827241.03
63	0.2080848683	17560048.72
64	0.2054905214	17311098.77
65	0.2031174262	17135573.99
66	0.2010454241	16880205.36
67	0.1993889029	16750574.73
68	0.1979157978	16655566.47
69	0.196259082	16481602.81
70	0.1952323235	16435867.79
71	0.1933723808	16217138.04
72	0.1919880215	16117533.49
73	0.1906791162	16033489.65
74	0.1892782536	15956135.68
75	0.1876887988	15794483.13
76	0.1869008383	15732073.33
77	0.1853249075	15554437.4
78	0.1840891223	15426050.16
79	0.1826809375	15268898.45
80	0.1807429477	15042550.32
81	0.1797250655	14965349.4
82	0.1782483398	14787903.8
83	0.1770659895	14667022.76
84	0.1758706779	14552866.72
85	0.1748058791	14411731.27
86	0.1736615138	14299417.15
87	0.1721936777	14080477.49
88	0.1708923833	13890599.57
89	0.1697654682	13738385.77
90	0.168574309	13580476.8
91	0.1678103795	13508776.3
92	0.1668631427	13419780.26
93	0.1660961264	13325597.83
94	0.1655569199	13292988.13
95	0.164505794	13132833.94
96	0.1638797666	13027979.13
97	0.163353913	13006507.83
98	0.1627981908	12972546.12
99	0.1621205571	12937365.29
100	0.1614686217	12822621.17
101	0.160686751	12688508.63
102	0.1593639031	12519238.9
103	0.1584788632	12391633.62
104	0.1577947319	12274194.45
105	0.156831749	12152012.42
106	0.1560060225	12049478.98
107	0.1554785602	11948811.67
108	0.154812161	11863321.78
109	0.1537404749	11776653.48
110	0.1531835646	11694393.86
111	0.1523206453	11585836.69
112	0.1516088305	11493713.41
113	0.1507187598	11363765.79
114	0.1502717782	11336075.03
115	0.1495584173	11258354.56
116	0.1490827226	11173302.39
117	0.1487471604	11161399.39
118	0.1483784639	11143178.86
119	0.1479490468	11090989.07
120	0.1472874942	10990497.24
121	0.1468218297	10910404.72
122	0.146294448	10841109.96
123	0.1461795296	10829471.49
124	0.1456691674	10752791.27
125	0.1449872998	10711430.73
126	0.1441077434	10620562.19
127	0.1437765218	10573051.01
128	0.1432373438	10503878.31
129	0.142780617	10467892.58
130	0.1422806981	10432447.96
131	0.1419211496	10369275.64
132	0.1414446451	10304599.51
133	0.1411191718	10256508.85
134	0.1407183195	10236645.53
135	0.1401169073	10183362.6
136	0.1397198534	10149885.27
137	0.1395051428	10138621.8
138	0.1392097216	10121928.28
139	0.1388010884	10058596.63
140	0.138608954	10050965.98
141	0.1383413717	10013310.02
142	0.1377068571	9952674.03
143	0.1373497824	9942264.637
144	0.1369901703	9887824.576
145	0.1365177968	9827310.25
146	0.1363014936	9820795.495
147	0.1357914968	9768321.033
148	0.1354321367	9712786.04
149	0.1352216793	9679119.668
150	0.1347745417	9619316.598
151	0.1344775841	9569899.728
152	0.1342079365	9560354.188
153	0.1339781345	9555985.236
154	0.1337463949	9506944.732
155	0.1332131825	9451111.916
156	0.1329462772	9412408.853
157	0.1321890938	9328690.845
158	0.1318558357	9283424.137
159	0.1314837444	9244303.502
160	0.1313686136	9222096.779
161	0.1309334285	9178138.287
162	0.1305174234	9124645.497
163	0.1302830301	9085650.276
164	0.1300475383	9057220.083
165	0.1296507641	9009677.56
166	0.1292708414	8971400.52
167	0.1288354986	8899014.463
168	0.1285026777	8868601.064
169	0.1281614272	8834943.328
170	0.127995954	8814820.254
171	0.1277246976	8756987.209
172	0.1273548496	8736486.463
173	0.1270023895	8724589.673
174	0.1267322394	8702401.977
175	0.1265782208	8670211.462
176	0.1263397167	8640289.865
177	0.1260091325	8635964.112
178	0.1256322518	8591986.528
179	0.1254748666	8588563.458
180	0.1252753613	8583691.177
181	0.1248900878	8551801.191
182	0.1245089697	8513686.416
183	0.1242406232	8471647.023
184	0.1239054327	8452005.731
185	0.1235247713	8414395.242
186	0.1233501634	8388113.867
187	0.1230215718	8367435.097
188	0.1226045483	8324531.857
189	0.1224320683	8308312.018
190	0.1220643638	8268538.038
191	0.1216864774	8241761.039
192	0.1214380468	8208678.881
193	0.1212340575	8183042.69
194	0.1210012978	8176065.234
195	0.1207238925	8156233.397
196	0.120362408	8144715.995
197	0.1200449105	8104021.677
198	0.1198831214	8080923.143
199	0.1194148928	8022660.43
200	0.1191450137	7985551.229
201	0.1189905712	7960700.011
202	0.1188258551	7945101.992
203	0.1185813802	7906784.314
204	0.1183991721	7883097.23
205	0.118158267	7842769.226
206	0.1177913393	7821898.587
207	0.1176676006	7809711.118
208	0.1174516394	7793577.76
209	0.1173443363	7791435.357
210	0.1170344419	7779744.065
211	0.1168680169	7768597.066
212	0.1167004175	7754800.069
213	0.1163582363	7743004.531
214	0.1160048817	7717829.155
215	0.1158708013	7701937.683
216	0.1153654472	7666640.097
217	0.1151242277	7646189.985
218	0.1149147416	7637850.407
219	0.1146369428	7609708.752
220	0.1143565223	7605805.352
221	0.1142043389	7598389.752
222	0.1140718316	7584617.022
223	0.1138083498	7573206.268
224	0.1135928297	7560058.058
225	0.1132422169	7530909.122
226	0.1127732355	7491724.833
227	0.1124978813	7483940.357
228	0.1122575956	7480313.01
229	0.1121063277	7474653.611
230	0.1119305631	7471141.105
231	0.1117121759	7454008.351
232	0.1115447409	7443296.785
233	0.1112922011	7419760.361
234	0.1110975023	7412790.131
235	0.1110089268	7400089.765
236	0.1108502464	7397032.488
237	0.1106264146	7382862.312
238	0.1104566474	7370280.137
239	0.1103101839	7363906.142
240	0.1099917135	7357331.122
241	0.1098379885	7349713.711
242	0.1096414264	7334112.926
243	0.1095193125	7325412.8
244	0.1093956277	7318908.451
245	0.1092369717	7297720.959
246	0.1089892228	7293424.512
247	0.108881389	7282911.575
248	0.108594181	7252684.847
249	0.1082397672	7229436.009
250	0.108151654	7219217.286
251	0.1080977262	7210624.186
252	0.1078028916	7201679.402
253	0.1076221322	7188945.785
254	0.1074571607	7172942.06
255	0.107293676	7163945.233
256	0.1070796996	7160423.578
257	0.1069195104	7144761.832
258	0.1066464586	7136373.864
259	0.1064703278	7134201.087
260	0.1061628466	7108623.976
261	0.1059485519	7098233.672
262	0.1057490215	7083919.968
263	0.1054296706	7064303.835
264	0.1052034855	7048825.84
265	0.104973844	7037682.093
266	0.1047708688	7024898.36
267	0.1045104145	7007759.497
268	0.1043177818	7004126.934
269	0.1041287305	7000498.278
270	0.1039037599	6994839.425
271	0.1037981793	6987148.138
272	0.103684655	6983866.301
273	0.1035823648	6971582.192
274	0.1035048657	6964579.442
275	0.1033982624	6954311.483
276	0.1030589458	6923393.54
277	0.1028556617	6920448.317
278	0.1026502591	6917490.736
279	0.1023052596	6905407.993
280	0.1021219056	6900765.076
281	0.1019258708	6894710.544
282	0.1016885134	6885759.73
283	0.101471147	6878569.844
284	0.101349934	6872059.644
285	0.1011924416	6868404.793
286	0.1011191532	6862126.682
287	0.1007381686	6839440.251
288	0.1004543587	6827719.459
289	0.1003396761	6824935.677
290	0.1002117266	6822753.242
291	0.1000600058	6815809.033
292	0.09983836707	6796334.19
293	0.09962920207	6787543.96
294	0.09939907744	6765838.091
295	0.09910964662	6758861.983
296	0.09902541536	6742067.478
297	0.0987317503	6736081.897
298	0.0985412862	6733045.392
299	0.09835486139	6728055.76
300	0.09813537958	6720725.326
301	0.09802143069	6716135.08
302	0.0978690262	6712119.092
303	0.09756861962	6690054.983
304	0.09742903252	6672534.172
305	0.0972405411	6653891.893
306	0.09715535899	6651208.292
307	0.09700037412	6648289.473
308	0.09686446511	6645051.425
309	0.09676258793	6643304.202
310	0.09644882995	6624393.01
311	0.09611334935	6614605.83
312	0.09587471134	6601573.269
313	0.09567721257	6595759.872
314	0.09542090548	6578207.895
315	0.09524531176	6561535.681
316	0.09511311985	6555688.008
317	0.09497327558	6543252.774
318	0.09489245266	6529298.639
319	0.09471250392	6513396.244
320	0.09451354951	6507591.531
321	0.09442071819	6504898.243
322	0.09424116451	6499238.545
323	0.09412331167	6496474.597
324	0.0939499538	6488873.636
325	0.09365126586	6465416.876
326	0.09340491387	6442997.459
327	0.09329875156	6435241.17
328	0.09318517016	6423157.879
329	0.09306926609	6420068.524
330	0.09299865741	6415450.402
331	0.09281750402	6399179.603
332	0.0925925486	6374146.256
333	0.09246984488	6364370.684
334	0.09237001212	6362703.283
335	0.09219908706	6357798.401
336	0.09203855894	6353764.2
337	0.09184068821	6345501.402
338	0.09158287099	6333533.571
339	0.09141762989	6325874.72
340	0.09129401231	6322767.912
341	0.0911348898	6316208.784
342	0.09091955828	6298358.29
343	0.09084226863	6292403.126
344	0.09075406664	6285802.857
345	0.09055414923	6279214.29
346	0.09050237967	6274757.367
347	0.09032531599	6267411.517
348	0.09014877501	6254477.225
349	0.08997105523	6228135.956
350	0.08979672038	6211393.678
351	0.08962210618	6203011.157
352	0.08939711446	6185604.467
353	0.08922931537	6172567.599
354	0.08911853988	6169097.293
355	0.08894842389	6164674.584
356	0.08886850438	6161030.286
357	0.08870542809	6155029.141
358	0.08845787971	6129881.612
359	0.08833054615	6127745.152
360	0.08814493887	6112547.217
361	0.08804334605	6106841.239
362	0.08793386353	6097545.815
363	0.08774318878	6082374.877
364	0.08759511709	6076560.81
365	0.08746751245	6069085.404
366	0.08737285128	6061134.915
367	0.08723976485	6052659.333
368	0.0870269175	6042271.589
369	0.08693434381	6037044.019
370	0.08664439026	6021346.375
371	0.08651268439	6013001.467
372	0.08635572949	6005944.596
373	0.08625596497	6003364.47
374	0.08618537359	5997870.372
375	0.08609887258	5996123.029
376	0.08602099875	5990544.537
377	0.08587913379	5984148.017
378	0.08562832638	5971894.666
379	0.08556214758	5970472.024
380	0.08549281536	5967029.221
381	0.08541617548	5965891.952
382	0.0853335139	5964455.386
383	0.08515397498	5956708.971
384	0.08497889325	5934971.441
385	0.08468170234	5902105.617
386	0.08455572481	5888967.937
387	0.08441233118	5883691.307
388	0.08426164101	5877767.768
389	0.08420597737	5876078.176
390	0.08415469013	5874298.013
391	0.08398965161	5867535.45
392	0.08394598693	5866211.709
393	0.08382118066	5861287.626
394	0.08361898479	5850880.221
395	0.08359526973	5850446.536
396	0.08344078358	5825492.325
397	0.0834041735	5821681.383
398	0.08324615577	5817037.579
399	0.08304056155	5809861.118
400	0.08288309225	5798882.589
401	0.0828608472	5798579.195
402	0.08281870145	5796016.544
403	0.08269993739	5775343.621
404	0.0826199938	5773966.178
405	0.08258113342	5769809.237
406	0.08247004077	5758765.613
407	0.08241221894	5753634.085
408	0.08229515421	5751597.855
409	0.08220291646	5748048.231
410	0.08210655787	5744668.164
411	0.08200904236	5739837.221
412	0.08194260484	5736218.558
413	0.08186760006	5733521.62
414	0.08180488828	5728266.719
415	0.08174394436	5723577.338
416	0.08169872667	5720501.131
417	0.08159022108	5712514.576
418	0.0815172098	5711259.449
419	0.08148745544	5709163.899
420	0.08133366047	5696168.573
421	0.0813068456	5694502.966
422	0.08124732696	5690124.722
423	0.08119626746	5681798.452
424	0.08106605823	5665173.425
425	0.08099191008	5663590.809
426	0.08097615161	5659573.302
427	0.08089769129	5651384.532
428	0.080872911	5646885.289
429	0.08072567867	5638027.232
430	0.08070721122	5636117.615
431	0.08052429788	5626033.92
432	0.08031533443	5598581.652
433	0.08025738239	5593220.124
434	0.08019537775	5590331.491
435	0.08007960317	5582742.995
436	0.08006077635	5579884.862
437	0.07972904241	5554926.853
438	0.07962457475	5544392.019
439	0.07938559182	5530001.879
440	0.07917573541	5511742.359
441	0.07893911398	5496059.547
442	0.0787646363	5485152.062
443	0.07858690171	5474220.414
444	0.07841687953	5467383.997
445	0.07837282273	5465549.268
446	0.07833772736	5464205.407
447	0.07812660881	5437281.71
448	0.0780694279	5435724.7
449	0.07798618392	5430572.411
450	0.0779517285	5427615.751
451	0.0778005222	5420705.704
452	0.07771248981	5416638.978
453	0.07758420773	5404346.574
454	0.07747735793	5402437.739
455	0.07732989172	5393503.871
456	0.07712169265	5388027.818
457	0.07705214767	5382237.387
458	0.07689228007	5376592.075
459	0.07670625449	5357972.23
460	0.07669012992	5356035.011
461	0.07648959107	5328270.099
462	0.07635616732	5319485.773
463	0.07626591236	5317944.96
464	0.07599473564	5302460.791
465	0.07584682851	5283149.09
466	0.07581124559	5279400.767
467	0.07574395276	5270495.314
468	0.07559564862	5262922.494
469	0.07540586841	5251386.709
470	0.07526816181	5245019.075
471	0.07518537385	5242181.747
472	0.07518832087	5237956.304
473	0.07516310576	5235775.002
474	0.07499005107	5225616.318
475	0.07493728265	5224693.644
476	0.07485584678	5220943.196
477	0.07476958274	5210983.753
478	0.07468030059	5200754.772
479	0.07460107787	5199059.184
480	0.07454691677	5197500.641
481	0.07452678736	5196269.928
482	0.07454649316	5180375.567
483	0.07450229872	5179503.317
484	0.0743944986	5174216.134
485	0.07420879228	5153154.929
486	0.07408495065	5149102.009
487	0.07404746754	5145645.987
488	0.07427258544	5140002.25
489	0.07421311388	5135926.625
490	0.07407716591	5129924.619
491	0.07400932231	5128706.672
492	0.07395120086	5127076.784
493	0.0738508939	5121062.671
494	0.07379679119	5119605.023
495	0.07364022351	5109650.678
496	0.07355176597	5106852.826
497	0.07342680431	5100789.121
498	0.07332459571	5098916.403
499	0.07327203816	5096119.227
500	0.07316841564	5086200.765
501	0.07312063667	5085157.675
502	0.0730320961	5082569.247
503	0.07298491639	5073738.632
504	0.07286910535	5064399.884
505	0.07272308444	5061000.361
506	0.07263701706	5058024.5
507	0.07247720544	5051668.213
508	0.07241689369	5048251.054
509	0.07233788658	5038584.708
510	0.07215806834	5027685.696
511	0.07212774418	5027041.727
512	0.07210044587	5025234.273
513	0.07193325525	5019809.626
514	0.07189236727	5016109.676
515	0.07182793715	5012963.332
516	0.07180234217	5012484.397
517	0.07169639142	5008484.404
518	0.07163629177	5007007.822
519	0.07162334553	5005275.977
520	0.07155967282	5003916.117
521	0.07145995739	5001318.406
522	0.0713626594	4998090.679
523	0.07123856864	4995208.234
524	0.07110534622	4991422.728
525	0.07099315359	4983630.66
526	0.07096962581	4982742.671
527	0.0709068733	4972000.868
528	0.07085485657	4969510.222
529	0.07081424955	4967896.603
530	0.07065762254	4958524.076
531	0.07056542936	4953641.461
532	0.07054916205	4953519.075
533	0.07047086803	4947341.696
534	0.07035882674	4942510.457
535	0.07033579352	4942006.235
536	0.07019753352	4937400.543
537	0.07009919053	4931518.012
538	0.06992843232	4923672.31
539	0.06969611348	4907870.193
540	0.06952010371	4899610.36
541	0.06948292442	4895034.07
542	0.06946702701	4881427.627
543	0.06938247407	4868789.183
544	0.06933431151	4867141.869
545	0.0692413778	4860040.059
546	0.06914128865	4855188.555
547	0.06901366077	4849392.813
548	0.06894407042	4846792.534
549	0.06890290155	4846205.018
550	0.06885763199	4845024.174
551	0.0687581956	4841679.975
552	0.06871543826	4840819.591
553	0.0686180674	4836135.977
554	0.06849830579	4820061.627
555	0.06842873984	4818264.076
556	0.06834928996	4816231.311
557	0.06813387598	4789852.764
558	0.06810019494	4788799.478
559	0.06803269463	4783942.091
560	0.06791305276	4779029.58
561	0.06774770501	4774683.672
562	0.06772733711	4773885.154
563	0.06768108107	4769424.818
564	0.06754519486	4762581.936
565	0.06748585495	4761213.047
566	0.06745727854	4760573.594
567	0.06741698677	4759885.879
568	0.06735713832	4755924.026
569	0.06706981008	4729942.782
570	0.06704091422	4726968.121
571	0.06702465535	4725979.686
572	0.0669290944	4723847.717
573	0.06690775257	4723541.645
574	0.0668251321	4721277.675
575	0.06667862601	4713761.09
576	0.0666687548	4712729.363
577	0.0665920975	4710505.693
578	0.06645972831	4704460.524
579	0.06634063658	4699998.922
580	0.06619080431	4694239.581
581	0.06617913937	4693094.273
582	0.06607874627	4681480.207
583	0.06597468234	4666252.467
584	0.06569859377	4634638.096
585	0.06553161265	4629054.547
586	0.06550628766	4627823.548
587	0.06546245148	4626218.668
588	0.06538234906	4623951.413
589	0.06529797672	4621277.681
590	0.06519798098	4619103.683
591	0.06511516453	4617291.781
592	0.06506222167	4615581.566
593	0.0650283708	4614396.842
594	0.06499462464	4610946.858
595	0.06493427155	4609457.171
596	0.06486057405	4601428.132
597	0.06483330364	4600966.692
598	0.06472387505	4595615.605
599	0.06463788039	4591839.407
600	0.06460658368	4590200.939
601	0.06456480109	4588828.69
602	0.06450946027	4586528.56
603	0.06444463103	4575287.56
604	0.06430901508	4567783.615
605	0.06427472328	4566280.978
606	0.0642107845	4564613.701
607	0.06416902691	4561163.295
608	0.06403581806	4552007.574
609	0.06389735932	4546795.961
610	0.06387903355	4545447.853
611	0.06382318718	4543548.174
612	0.06369077732	4535332.254
613	0.06360588988	4531804.615
614	0.06351594566	4524053.713
615	0.06347248207	4522279.733
616	0.06341469391	4520977.122
617	0.06330853223	4517524.951
618	0.06322584399	4513663.597
619	0.06308997198	4507354.289
620	0.06291851287	4494999.107
621	0.06288040675	4492941.14
622	0.06273453506	4475254.399
623	0.06250887675	4460488.238
624	0.0624822131	4459170.934
625	0.06246201624	4458097.637
626	0.06240110549	4456081.109
627	0.06234683906	4453983.302
628	0.06224706501	4438656.609
629	0.06216727854	4433703.899
630	0.06207004935	4425245.886
631	0.06201293881	4417341.916
632	0.06197023087	4416569.552
633	0.06182990868	4395578.364
634	0.06172430291	4386212.618
635	0.06168890658	4385493.109
636	0.06167419437	4383568.977
637	0.0616010764	4382056.098
638	0.06154690525	4375743.209
639	0.06144790423	4365711.046
640	0.06142848293	4362374.012
641	0.06133521616	4358249.783
642	0.06128238602	4356750.278
643	0.06115988032	4352169.95
644	0.06112574864	4349263.045
645	0.06103683803	4345250.676
646	0.0609756029	4343822.412
647	0.06092296992	4342321.069
648	0.06088060227	4340050.275
649	0.06081378591	4337947.252
650	0.0607273631	4335815.584
651	0.06063168328	4331991.175
652	0.06058356101	4329767.17
653	0.06046289677	4321896.089
654	0.06040419603	4320417.988
655	0.06031803405	4317136.974
656	0.06019269625	4309479.463
657	0.06017952348	4308292.528
658	0.06004496188	4290846.163
659	0.0599525392	4279234.25
660	0.05986091735	4276526.325
661	0.05980063028	4275026.423
662	0.05977082018	4274376.65
663	0.05972137273	4272227.784
664	0.05957089278	4263875.136
665	0.05954200069	4263309.681
666	0.05952735396	4262733.746
667	0.05951271525	4262234.108
668	0.05947499737	4259506.047
669	0.05944589586	4258889.25
670	0.0594101769	4252372.43
671	0.05935897978	4244838.317
672	0.05925404518	4238496.01
673	0.05922933335	4237557.456
674	0.05919368589	4236852.106
675	0.05913314456	4233547.409
676	0.0589494483	4221123.757
