iter	Passed	Remaining
0	2	3665
1	4	3128
2	6	3007
3	8	3028
4	10	3036
5	12	3016
6	14	3129
7	17	3206
8	19	3275
9	22	3393
10	25	3415
11	27	3411
12	31	3559
13	33	3543
14	35	3515
15	38	3576
16	41	3598
17	44	3640
18	47	3698
19	49	3669
20	52	3685
21	55	3713
22	57	3704
23	60	3708
24	63	3719
25	65	3694
26	67	3686
27	69	3638
28	71	3643
29	72	3561
30	75	3556
31	78	3587
32	80	3590
33	83	3597
34	85	3598
35	88	3589
36	90	3595
37	92	3572
38	94	3550
39	96	3527
40	99	3539
41	101	3535
42	104	3540
43	106	3534
44	108	3521
45	110	3502
46	112	3487
47	115	3478
48	116	3443
49	118	3424
50	120	3410
51	122	3418
52	124	3402
53	126	3388
54	128	3387
55	132	3418
56	134	3414
57	136	3404
58	138	3394
59	141	3393
60	144	3398
61	146	3391
62	148	3379
63	150	3371
64	152	3358
65	154	3354
66	156	3348
67	158	3345
68	161	3354
69	164	3360
70	166	3360
71	169	3369
72	172	3367
73	175	3372
74	178	3382
75	180	3385
76	183	3383
77	186	3402
78	189	3401
79	191	3396
80	193	3390
81	195	3384
82	197	3378
83	199	3370
84	203	3393
85	206	3392
86	208	3388
87	210	3384
88	213	3378
89	215	3374
90	217	3373
91	219	3366
92	221	3356
93	223	3347
94	226	3345
95	228	3339
96	230	3330
97	232	3321
98	235	3326
99	237	3320
100	239	3311
101	241	3305
102	243	3299
103	245	3295
104	247	3290
105	249	3285
106	252	3281
107	254	3274
108	255	3266
109	258	3266
110	260	3261
111	262	3256
112	265	3254
113	267	3249
114	269	3240
115	270	3232
116	273	3234
117	275	3228
118	277	3224
119	279	3219
120	282	3214
121	283	3207
122	285	3200
123	286	3179
124	288	3178
125	290	3172
126	292	3166
127	294	3160
128	297	3158
129	299	3153
130	301	3147
131	303	3142
132	305	3139
133	307	3137
134	309	3132
135	312	3132
136	314	3126
137	316	3120
138	318	3114
139	320	3111
140	323	3113
141	325	3109
142	327	3104
143	329	3103
144	331	3100
145	334	3100
146	336	3097
147	338	3093
148	340	3087
149	342	3081
150	344	3078
151	346	3076
152	349	3074
153	351	3071
154	353	3069
155	355	3064
156	357	3059
157	359	3057
158	363	3062
159	365	3057
160	366	3051
161	369	3049
162	372	3052
163	374	3049
164	376	3047
165	378	3044
166	380	3040
167	382	3035
168	384	3031
169	386	3027
170	389	3025
171	391	3023
172	393	3022
173	396	3018
174	398	3018
175	400	3015
176	403	3015
177	405	3010
178	408	3011
179	410	3007
180	412	3005
181	414	3001
182	416	2998
183	418	2994
184	421	2995
185	424	2997
186	426	2994
187	428	2989
188	430	2986
189	432	2982
190	434	2979
191	436	2974
192	438	2970
193	440	2965
194	442	2960
195	444	2958
196	446	2954
197	448	2952
198	451	2949
199	453	2944
200	455	2940
201	457	2940
202	459	2938
203	462	2935
204	464	2933
205	466	2930
206	468	2926
207	470	2923
208	472	2920
209	474	2916
210	476	2911
211	478	2907
212	480	2903
213	482	2899
214	484	2897
215	487	2896
216	489	2893
217	491	2891
