iter	Passed	Remaining
0	2	4342
1	4	3637
2	7	3776
3	9	3681
4	12	3632
5	14	3733
6	16	3603
7	19	3545
8	21	3535
9	23	3525
10	25	3481
11	27	3453
12	30	3540
13	32	3495
14	34	3452
15	37	3491
16	40	3567
17	43	3565
18	46	3625
19	48	3581
20	50	3538
21	52	3555
22	55	3555
23	57	3525
24	59	3530
25	62	3549
26	64	3542
27	67	3573
28	70	3587
29	71	3483
30	72	3458
31	76	3490
32	78	3480
33	80	3459
34	82	3443
35	85	3473
36	87	3466
37	90	3476
38	93	3496
39	95	3485
40	97	3463
41	100	3488
42	103	3503
43	105	3495
44	107	3491
45	110	3485
46	112	3473
47	114	3474
48	117	3471
49	119	3454
50	121	3440
51	125	3488
52	129	3548
53	132	3551
54	134	3542
55	137	3550
56	139	3537
57	141	3524
58	143	3514
59	146	3511
60	148	3496
61	150	3493
62	153	3510
63	155	3498
64	157	3481
65	160	3478
66	163	3495
67	166	3506
68	170	3539
69	173	3539
70	175	3534
71	178	3548
72	181	3547
73	184	3548
74	185	3532
75	187	3521
76	190	3522
77	193	3525
78	195	3514
79	197	3503
80	199	3503
81	202	3497
82	204	3488
83	206	3475
84	208	3468
85	210	3465
86	212	3450
87	214	3437
88	216	3437
89	218	3426
90	220	3419
91	222	3408
92	224	3397
93	227	3396
94	229	3391
95	231	3382
96	233	3370
97	234	3360
98	237	3358
99	239	3354
100	241	3346
101	243	3335
102	245	3323
103	246	3313
104	248	3304
105	250	3300
106	253	3293
107	255	3293
108	257	3281
109	258	3271
110	260	3260
111	262	3255
112	264	3246
113	266	3245
114	268	3234
115	270	3229
116	272	3226
117	274	3219
118	276	3210
119	278	3204
120	280	3197
121	282	3189
122	284	3181
123	284	3160
124	286	3153
125	289	3154
126	291	3152
127	294	3153
128	296	3146
129	297	3138
130	300	3135
131	301	3129
132	303	3122
133	305	3119
134	307	3111
135	309	3104
136	311	3099
137	313	3091
138	315	3090
139	317	3083
140	319	3077
141	320	3069
142	322	3064
143	324	3058
144	326	3054
145	329	3054
146	331	3050
147	333	3046
148	335	3041
149	337	3034
150	339	3032
151	341	3032
152	344	3029
153	345	3022
154	347	3016
155	349	3010
156	351	3004
157	352	2998
158	355	2996
159	357	2993
160	360	2995
161	362	2991
162	364	2987
163	366	2983
164	367	2976
165	370	2973
166	371	2967
167	374	2966
168	376	2961
169	378	2958
170	379	2951
171	382	2949
172	384	2945
173	386	2942
174	388	2940
175	390	2937
176	392	2937
177	394	2930
178	396	2926
179	399	2927
180	401	2923
181	402	2917
182	404	2912
183	407	2912
184	409	2908
185	411	2904
186	413	2900
187	415	2898
188	417	2893
189	419	2891
190	421	2886
191	422	2881
192	424	2877
193	426	2871
194	428	2866
195	430	2865
196	433	2865
197	435	2862
198	437	2862
199	440	2861
200	442	2860
201	444	2857
202	446	2854
203	448	2849
204	450	2845
205	452	2841
206	454	2841
207	457	2839
208	459	2837
209	461	2833
210	463	2830
211	465	2827
212	467	2824
213	469	2823
214	471	2819
215	473	2817
216	475	2812
217	478	2812
218	480	2808
219	482	2806
220	484	2806
221	487	2804
222	489	2801
223	490	2796
224	493	2794
225	495	2793
226	497	2791
227	499	2787
228	501	2784
229	503	2779
230	505	2776
231	507	2774
232	509	2770
233	511	2765
234	513	2763
235	514	2758
236	517	2756
237	519	2753
238	521	2751
239	523	2746
240	525	2743
241	527	2739
242	529	2736
243	530	2733
244	533	2730
245	535	2728
246	537	2728
247	540	2727
248	542	2725
249	544	2723
250	546	2720
251	548	2716
252	550	2713
253	552	2710
254	554	2708
255	556	2705
256	558	2702
257	560	2699
258	562	2696
259	564	2693
260	566	2689
261	568	2687
262	571	2685
263	573	2684
264	575	2681
265	577	2677
266	579	2673
267	581	2670
268	583	2669
269	585	2665
270	586	2661
271	589	2659
272	591	2658
273	593	2655
274	595	2650
275	597	2649
276	599	2645
277	600	2641
278	602	2638
279	604	2635
280	606	2632
281	609	2630
282	611	2628
283	612	2624
284	614	2620
285	616	2618
286	619	2617
287	621	2615
288	624	2616
289	626	2613
290	628	2611
291	630	2608
292	632	2604
293	634	2600
294	635	2596
295	637	2593
296	640	2592
297	642	2590
298	644	2588
299	646	2586
300	648	2582
301	649	2578
302	651	2574
303	653	2571
304	655	2568
305	657	2565
306	659	2562
307	661	2561
308	663	2558
309	665	2554
310	667	2552
311	669	2550
312	672	2549
313	674	2546
314	675	2542
315	678	2540
316	679	2537
317	681	2532
318	683	2530
319	685	2529
320	687	2526
321	689	2522
