iter	Passed	Remaining
0	3	4736
1	4	3688
2	6	3470
3	9	3737
4	12	3810
5	15	3744
6	17	3815
7	20	3798
8	22	3765
9	25	3845
10	27	3787
11	30	3728
12	33	3816
13	35	3769
14	37	3718
15	41	3847
16	44	3892
17	46	3846
18	49	3848
19	51	3836
20	54	3861
21	57	3888
22	60	3897
23	63	3933
24	66	3927
25	68	3890
26	71	3922
27	72	3822
28	75	3813
29	76	3730
30	79	3744
31	81	3739
32	83	3717
33	86	3714
34	88	3723
35	91	3709
36	93	3716
37	96	3719
38	98	3705
39	101	3705
40	103	3698
41	106	3680
42	108	3664
43	111	3705
44	115	3725
45	118	3738
46	120	3733
47	123	3733
48	127	3770
49	129	3768
50	132	3765
51	135	3779
52	138	3770
53	141	3779
54	143	3761
55	145	3753
56	148	3756
57	150	3752
58	153	3740
59	155	3740
60	158	3749
61	161	3735
62	163	3735
63	167	3756
64	169	3749
65	173	3761
66	175	3748
67	177	3742
68	181	3768
69	184	3765
70	187	3767
71	190	3780
72	192	3771
73	195	3772
74	198	3766
75	200	3756
76	204	3772
77	206	3764
78	209	3764
79	212	3763
80	214	3755
81	216	3748
82	219	3755
83	221	3741
84	223	3725
85	225	3714
86	227	3702
87	229	3685
88	231	3669
89	233	3656
90	235	3641
91	237	3636
92	239	3622
93	241	3613
94	243	3607
95	245	3595
96	247	3581
97	249	3568
98	251	3555
99	253	3544
100	254	3530
101	257	3523
102	259	3517
103	261	3511
104	264	3508
105	266	3501
106	267	3488
107	269	3476
108	271	3470
109	274	3463
110	275	3453
111	277	3441
112	279	3436
113	282	3428
114	283	3417
115	285	3407
116	287	3398
117	289	3390
118	291	3384
119	293	3373
120	295	3364
121	297	3355
122	299	3350
123	299	3328
124	301	3319
125	304	3316
126	307	3321
127	309	3313
128	310	3303
129	313	3301
130	315	3293
131	317	3285
132	318	3277
133	320	3271
134	322	3265
135	324	3257
136	326	3250
137	328	3243
138	331	3242
139	333	3235
140	334	3228
141	337	3226
142	339	3224
143	341	3219
144	344	3216
145	346	3217
146	349	3214
147	351	3209
148	353	3207
149	355	3202
150	358	3203
151	362	3210
152	365	3215
153	367	3214
154	371	3226
155	374	3228
156	378	3233
157	380	3234
158	383	3231
159	385	3229
160	387	3225
161	389	3220
162	391	3212
163	394	3214
164	397	3212
165	398	3205
166	401	3202
167	403	3197
168	405	3190
169	407	3184
170	409	3181
171	411	3175
172	413	3171
173	415	3164
174	417	3161
175	420	3160
176	422	3154
177	423	3147
178	426	3147
179	429	3146
180	431	3141
181	433	3138
182	435	3134
183	437	3126
184	438	3118
185	440	3113
186	442	3107
187	444	3103
188	447	3102
189	449	3101
190	451	3096
191	453	3090
192	455	3084
193	457	3082
194	459	3077
195	461	3073
196	463	3066
197	465	3062
198	467	3058
199	470	3057
200	472	3055
201	474	3051
202	476	3046
203	478	3041
204	481	3038
205	482	3032
206	485	3030
207	487	3029
208	489	3026
209	491	3020
210	493	3015
211	495	3009
212	497	3007
213	499	3004
214	501	2998
215	503	2993
216	506	2992
217	508	2991
218	510	2986
219	512	2984
220	515	2983
221	517	2977
222	518	2971
223	521	2970
224	523	2964
225	525	2962
226	528	2961
227	530	2958
228	532	2953
229	533	2947
230	535	2944
231	537	2940
232	539	2935
233	541	2931
234	544	2928
235	546	2925
236	548	2921
237	549	2915
238	551	2910
239	553	2906
240	556	2905
241	558	2900
242	559	2896
243	562	2895
244	564	2890
245	566	2886
246	568	2882
247	570	2878
248	572	2875
249	573	2869
250	576	2866
251	578	2864
252	581	2863
253	582	2859
254	585	2857
255	587	2854
256	589	2849
257	590	2844
258	592	2840
259	594	2836
260	596	2833
261	598	2828
262	600	2825
263	602	2820
264	604	2815
265	606	2811
266	607	2807
267	610	2805
268	612	2800
269	614	2798
270	616	2793
271	618	2790
272	620	2786
273	622	2784
274	624	2782
275	626	2779
276	628	2774
277	630	2769
278	632	2767
279	634	2763
280	636	2759
281	638	2757
282	640	2755
283	643	2754
284	646	2754
285	649	2755
286	651	2752
287	653	2748
288	655	2744
289	657	2744
290	659	2741
291	662	2739
292	664	2737
293	666	2735
294	669	2732
295	671	2729
296	674	2730
297	676	2728
298	678	2726
299	681	2726
300	683	2723
301	685	2720
302	687	2717
303	689	2714
304	691	2710
305	694	2708
306	696	2705
307	698	2701
308	700	2699
309	702	2695
310	704	2695
311	707	2692
312	709	2691
313	711	2688
314	714	2686
315	716	2683
316	718	2679
317	720	2676
318	721	2672
319	723	2669
320	725	2666
321	727	2662
322	730	2661
323	732	2657
324	734	2654
325	736	2650
326	737	2646
327	739	2643
328	741	2639
329	744	2637
330	746	2636
331	747	2629
332	749	2625
333	750	2621
334	753	2620
335	755	2616
336	757	2615
337	760	2613
338	762	2610
339	764	2606
340	765	2602
341	768	2601
342	770	2597
343	772	2594
344	774	2591
345	776	2591
346	779	2589
347	781	2587
348	784	2585
349	785	2582
350	787	2578
351	789	2575
352	791	2571
353	793	2568
354	795	2564
355	796	2560
356	798	2557
357	800	2554
358	802	2551
359	804	2547
360	806	2545
361	809	2544
362	811	2541
363	813	2538
364	815	2536
365	818	2536
366	820	2534
367	823	2533
368	825	2530
369	827	2528
370	829	2524
371	831	2521
372	833	2519
373	836	2517
374	837	2513
375	840	2512
376	842	2509
377	844	2507
378	846	2503
379	848	2502
380	850	2498
381	852	2495
382	855	2493
383	857	2491
384	858	2487
385	860	2483
386	863	2482
387	864	2478
388	866	2474
389	868	2472
390	870	2469
391	872	2465
392	874	2463
393	876	2459
394	877	2455
395	880	2453
396	881	2450
397	884	2447
398	885	2444
399	887	2440
400	889	2437
401	891	2435
402	893	2433
403	895	2430
404	897	2426
405	899	2424
406	901	2420
407	903	2418
408	905	2416
409	907	2412
410	909	2409
411	911	2407
412	913	2403
413	915	2400
414	917	2398
415	919	2397
416	922	2394
417	924	2393
418	927	2391
419	930	2391
420	932	2388
421	934	2386
422	936	2385
423	939	2384
424	941	2381
425	943	2378
426	945	2376
427	947	2374
428	949	2370
429	951	2368
430	953	2364
431	955	2361
432	957	2358
433	959	2356
434	961	2353
435	963	2351
436	965	2348
437	967	2345
438	969	2343
439	971	2340
440	973	2338
441	976	2336
442	977	2333
443	980	2331
444	982	2329
445	985	2328
446	987	2325
447	989	2322
448	991	2321
449	993	2318
450	995	2315
451	997	2312
452	999	2311
453	1002	2309
454	1004	2308
455	1007	2305
456	1008	2302
457	1011	2300
458	1013	2297
459	1015	2295
460	1017	2292
461	1018	2289
462	1020	2286
463	1023	2284
464	1024	2281
465	1026	2278
466	1028	2275
467	1030	2273
468	1032	2270
469	1035	2268
470	1036	2265
471	1038	2262
472	1041	2260
473	1042	2257
474	1044	2254
475	1047	2252
476	1049	2250
477	1050	2247
478	1053	2245
479	1056	2245
480	1059	2245
481	1062	2244
482	1065	2243
483	1067	2241
484	1070	2239
485	1072	2237
486	1074	2234
487	1076	2231
488	1078	2229
489	1080	2226
490	1081	2223
491	1083	2220
492	1086	2218
493	1088	2215
