iter	MAPE	MAE
0	0.9589854901	46007738.92
1	0.9272324411	44977156.84
2	0.8964463289	44087363.97
3	0.8626788037	43034718.89
4	0.830536237	41979134.66
5	0.8032424313	41272579.9
6	0.7768497181	40313620.53
7	0.7520362736	39491019.8
8	0.728296696	38606622.9
9	0.7050047665	37928699
10	0.6820075415	37225450.46
11	0.6624196489	36547624.99
12	0.6422097942	35871634.21
13	0.6234186113	35155204.42
14	0.6032619681	34612011.81
15	0.5850074519	34105487.69
16	0.569742072	33536360.66
17	0.5526333418	33016991.43
18	0.5354865244	32483167.13
19	0.5181455056	31979932.56
20	0.5039087312	31494870.33
21	0.4882113299	31023269.51
22	0.4733080504	30552622.89
23	0.4591303832	29944380.14
24	0.4458730878	29538799.81
25	0.4335881275	29174424.03
26	0.4209389867	28790251.67
27	0.4107805505	28493937.36
28	0.3997662209	28038959.5
29	0.3893807994	27661286.58
30	0.3791470262	27260457.72
31	0.3691302038	26879226.95
32	0.359400071	26364483.79
33	0.3506095681	26015334.14
34	0.3417544298	25605994.88
35	0.3333042594	25260546.16
36	0.3260222713	24966386.55
37	0.319029004	24678188.39
38	0.311316484	24275823.85
39	0.3041223233	23890152.74
40	0.2970574956	23435268.75
41	0.2905312654	23045863.05
42	0.2852920164	22754312.06
43	0.2808383349	22559861.42
44	0.2756858623	22259521.1
45	0.2708028395	21984750.12
46	0.2672276283	21759692.81
47	0.2631437652	21533173.53
48	0.2593542521	21341942.86
49	0.2565385724	21181939.7
50	0.2526147469	20909636.1
51	0.24968229	20742281.71
52	0.2461306244	20468870.86
53	0.2448704421	20386499.99
54	0.2415400683	20124869.91
55	0.2379517759	19798610.61
56	0.2351408619	19561881.61
57	0.2319006333	19277546.43
58	0.2290946948	19017051.11
59	0.2267212498	18848950.66
60	0.2243789351	18625754.27
61	0.2227435791	18546459.72
62	0.220047998	18229348.71
63	0.2176622258	17985087.42
64	0.2155731651	17794391.89
65	0.2143401397	17702608.68
66	0.2123929544	17477593.61
67	0.2104161591	17230057.51
68	0.2084312083	16975837.26
69	0.2066354686	16747677.39
70	0.2051984725	16596448.07
71	0.2034859322	16371664.11
72	0.2022594992	16186300.89
73	0.2003943159	15974232.17
74	0.1990302897	15771039.69
75	0.1977214461	15599244.74
76	0.1963558703	15429015.59
77	0.19529433	15257683.22
78	0.1940436686	15106080.35
79	0.1928370547	14932793.32
80	0.1917557523	14806797.46
81	0.19129869	14763134.09
82	0.1903168484	14632039.81
83	0.189132958	14472791.06
84	0.1880832204	14320209.04
85	0.1872252631	14227747.47
86	0.1865848506	14095526.29
87	0.1857964085	13977826.08
88	0.1850529531	13847732.6
89	0.1841470096	13708163.25
90	0.1834169955	13594960.19
91	0.182965565	13559755.26
92	0.1822092989	13451543.28
93	0.181408842	13336231.4
94	0.1808503513	13312366.06
95	0.1800741693	13196596.3
96	0.1796792855	13158691.43
97	0.1790983062	13104209.64
98	0.1785461231	13000997.29
99	0.1779914922	12904116.9
100	0.1774465106	12821670.89
101	0.1770202868	12756982.54
102	0.1766506593	12675782.69
103	0.176231329	12604114.19
104	0.1758265941	12532727.37
105	0.175384708	12457997.02
106	0.175190109	12447150.39
107	0.1747822201	12406484.36
108	0.1742480979	12345481.58
109	0.1737047878	12274208.63
110	0.1733998644	12244013.75
111	0.1728960133	12184681.26
112	0.172509074	12118336.14
113	0.1721234695	12050763.58
114	0.1719687832	12036458.57
115	0.1715383181	11978413.14
116	0.1711327187	11908461.66
117	0.1708069264	11855098.21
118	0.1704423596	11806558.38
119	0.1701708382	11790465.07
120	0.1696338557	11731721.07
121	0.1692050162	11664492.69
122	0.1687501514	11600285.48
123	0.1683899285	11578681.19
124	0.1681118683	11522814.26
125	0.1675749799	11446308.05
126	0.1673533616	11410534.54
127	0.1668931345	11352083.88
128	0.1666410918	11319208.55
129	0.1664125606	11272150.98
130	0.1661470327	11240870.14
131	0.1658361712	11203230.98
132	0.1653752217	11131976.99
133	0.1648140122	11081642.63
134	0.1646110347	11056841.39
135	0.1643929319	11025087.84
136	0.1640553602	10980517.23
137	0.1635453237	10939013.01
138	0.1633158228	10934679.23
139	0.1629624311	10906160.87
140	0.1626911863	10887824.55
